datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,WEST,AEP,AEPOPT,8321.643,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,WEST,AP,AP,6514.086,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,MIDATL,BC,BC,3813.691,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,WEST,CE,CE,10390.573,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,WEST,DAY,DAY,1963.748,False
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,WEST,DEOK,DEOK,2927.175,False
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,SERC,SOUTH,DOM,DOM,16419.833,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,MIDATL,DPL,DPLCO,2351.995,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,WEST,DUQ,DUQ,1502.621,False
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,MIDATL,DPL,EASTON,33.430,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,SERC,WEST,EKPC,EKPC,1945.523,False
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,MIDATL,JC,JC,2408.566,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,MIDATL,ME,ME,1754.633,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,WEST,ATSI,OE,6989.334,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,WEST,OVEC,OVEC,39.000,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,WEST,ATSI,PAPWR,577.150,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,MIDATL,PE,PE,4479.437,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,2940.198,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,MIDATL,PL,PLCO,4974.943,False
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,MIDATL,PN,PN,1963.869,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,MIDATL,PS,PS,4643.569,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,MIDATL,RECO,RECO,143.915,False
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,MIDATL,PEP,SMECO,497.313,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,MIDATL,PL,UGI,133.576,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RFC,MIDATL,AE,VMEU,73.973,True
1/1/2026 11:00:00 AM,1/1/2026 6:00:00 AM,RTO,RTO,RTO,RTO,97599.294,False
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,MIDATL,AE,AECO,1024.380,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,WEST,AEP,AEPAPT,4935.141,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,WEST,AEP,AEPIMP,3323.181,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,WEST,AEP,AEPKPT,718.310,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,WEST,AEP,AEPOPT,8513.328,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,WEST,AP,AP,6747.060,True
1/1/2026 12:00:00 PM,1/1/2026 7:00:00 AM,RFC,MIDATL,BC,BC,3936.599,True
